src_ip,src_port,dst_ip,dst_port,proto,service,conn_state,src_bytes,dst_bytes,duration,anomaly_score,label,type
192.168.1.31,52050,52.59.177.21,80,tcp,http,SF,322,12183,1.363024,0.1657,1,injection
192.168.1.31,41804,18.184.104.180,80,tcp,http,SF,297,12183,0.938997,0.1657,1,injection
192.168.1.30,38052,18.184.104.180,80,tcp,http,SF,297,12183,1.01939,0.1657,1,injection
192.168.1.30,36406,18.184.104.180,80,tcp,http,SF,611,12183,1.354252,0.1657,1,injection
192.168.1.30,37978,18.184.104.180,80,tcp,http,SF,297,12183,1.085295,0.1657,1,injection
192.168.1.31,48338,18.184.104.180,80,tcp,http,SF,592,12183,1.382902,0.1657,1,injection
192.168.1.31,50250,18.184.104.180,80,tcp,http,SF,255,12183,0.866314,0.1657,1,injection
192.168.1.31,52076,52.59.177.21,80,tcp,http,SF,318,12183,1.416914,0.1657,1,injection
192.168.1.31,34572,18.184.104.180,80,tcp,http,SF,618,12183,1.369066,0.1657,1,injection
192.168.1.31,52098,52.59.177.21,80,tcp,http,SF,321,12183,1.370725,0.1657,1,injection
192.168.1.31,52066,52.59.177.21,80,tcp,http,SF,321,12183,1.40411,0.1657,1,injection
192.168.1.31,38588,52.59.177.21,80,tcp,http,SF,282,12183,1.293463,0.1657,1,injection
192.168.1.31,52138,52.59.177.21,80,tcp,http,SF,278,12183,1.357487,0.1657,1,injection
192.168.1.32,54084,192.168.1.190,80,tcp,http,S3,2002,1117,5.386862,0.1656,1,xss
192.168.1.31,41492,52.59.177.21,80,tcp,http,SF,525,12183,1.268263,0.1655,1,injection
192.168.1.31,52314,52.59.177.21,80,tcp,http,SF,306,12183,1.215709,0.1655,1,injection
192.168.1.31,51832,52.59.177.21,80,tcp,http,SF,524,12183,1.329912,0.1655,1,injection
192.168.1.31,52326,52.59.177.21,80,tcp,http,SF,309,12183,1.325779,0.1655,1,injection
192.168.1.31,38500,52.59.177.21,80,tcp,http,SF,545,12183,1.345288,0.1655,1,injection
192.168.1.30,41812,18.184.104.180,80,tcp,http,SF,524,12183,1.255191,0.1655,1,injection
192.168.1.30,37334,18.184.104.180,80,tcp,http,SF,308,12183,1.279948,0.1655,1,injection
192.168.1.30,41818,18.184.104.180,80,tcp,http,SF,524,12183,1.284135,0.1655,1,injection
192.168.1.30,41820,18.184.104.180,80,tcp,http,SF,553,12183,1.26522,0.1655,1,injection
192.168.1.31,48310,18.184.104.180,80,tcp,http,SF,538,12183,1.414706,0.1655,1,injection
192.168.1.31,50014,18.184.104.180,80,tcp,http,SF,523,12183,1.349651,0.1655,1,injection
192.168.1.31,41574,18.184.104.180,80,tcp,http,SF,544,12183,1.271179,0.1655,1,injection
192.168.1.30,51690,18.184.104.180,80,tcp,http,SF,347,11979,4.884162,0.1655,1,injection
192.168.1.31,37894,52.59.177.21,80,tcp,http,SF,373,11979,1.423414,0.1655,1,injection
192.168.1.30,41826,18.184.104.180,80,tcp,http,SF,553,12183,1.288089,0.1655,1,injection
192.168.1.30,35400,18.184.104.180,80,tcp,http,SF,540,12183,1.436718,0.1655,1,injection
192.168.1.30,34898,52.59.177.21,80,tcp,http,SF,347,11979,1.308357,0.1655,1,injection
192.168.1.31,38732,52.59.177.21,80,tcp,http,SF,297,12183,1.340321,0.1654,1,injection
192.168.1.31,41706,52.59.177.21,80,tcp,http,SF,241,12183,1.065628,0.1654,1,injection
192.168.1.31,58770,192.168.1.190,80,tcp,-,SF,633,1919,0.484714,0.1654,1,injection
192.168.1.31,53306,52.59.177.21,80,tcp,http,SF,294,12183,1.316033,0.1654,1,injection
192.168.1.30,37894,18.184.104.180,80,tcp,http,SF,300,12183,1.024117,0.1653,1,injection
192.168.1.30,37348,18.184.104.180,80,tcp,http,SF,317,12183,1.292202,0.1652,1,injection
192.168.1.30,38128,18.184.104.180,80,tcp,http,SF,237,12183,4.575897,0.1651,1,injection
192.168.1.32,48168,192.168.1.190,80,tcp,http,S3,1756,1035,12.727359,0.1651,1,xss
192.168.1.30,58626,176.28.50.165,80,tcp,-,SF,0,0,117.603236,0.165,1,injection
192.168.1.30,58742,176.28.50.165,80,tcp,-,SF,0,0,117.677028,0.165,1,injection
192.168.1.31,38494,52.59.177.21,80,tcp,http,SF,513,12183,1.359303,0.165,1,injection
192.168.1.30,43580,52.59.177.21,80,tcp,http,SF,213,12183,1.223974,0.1649,1,injection
192.168.1.31,50230,18.184.104.180,80,tcp,http,SF,293,12183,3.678125,0.1649,1,injection
192.168.1.30,36906,18.184.104.180,80,tcp,http,SF,213,12183,1.277846,0.1649,1,injection
192.168.1.31,59688,18.184.104.180,80,tcp,http,SF,456,12183,1.449267,0.1646,1,injection
192.168.1.30,36362,18.184.104.180,80,tcp,http,SF,545,12183,1.397156,0.1646,1,injection
192.168.1.30,41866,18.184.104.180,80,tcp,http,SF,505,12183,1.291737,0.1646,1,injection
192.168.1.30,60372,18.184.104.180,80,tcp,http,SF,367,11979,3.803833,0.1646,1,injection
192.168.1.31,51000,52.59.177.21,80,tcp,http,SF,468,12183,1.450497,0.1646,1,injection
192.168.1.31,50350,52.59.177.21,80,tcp,http,SF,439,12183,1.489936,0.1646,1,injection
192.168.1.31,48318,18.184.104.180,80,tcp,http,SF,544,12183,1.411003,0.1646,1,injection
192.168.1.31,35658,18.184.104.180,80,tcp,http,SF,218,12183,1.453147,0.1646,1,injection
192.168.1.31,50666,52.59.177.21,80,tcp,http,SF,456,12183,1.480073,0.1646,1,injection
192.168.1.31,52884,52.59.177.21,80,tcp,http,SF,224,12183,2.875648,0.1644,1,injection
192.168.1.30,37178,18.184.104.180,80,tcp,http,SF,290,12183,0.867123,0.1643,1,injection
192.168.1.30,37346,18.184.104.180,80,tcp,http,SF,218,12183,1.190895,0.1642,1,injection
192.168.1.31,34524,18.184.104.180,80,tcp,http,SF,468,12183,1.382406,0.1641,1,injection
192.168.1.31,41464,52.59.177.21,80,tcp,http,SF,468,12183,1.312547,0.1641,1,injection
192.168.1.30,35156,52.59.177.21,80,tcp,http,SF,456,12183,1.278422,0.1641,1,injection
192.168.1.32,41072,18.194.169.124,80,tcp,http,S1,2935,1499,0.695854,0.1641,1,xss
192.168.1.30,43082,52.59.177.21,80,tcp,http,SF,487,12183,1.333338,0.1641,1,injection
192.168.1.31,50284,18.184.104.180,80,tcp,http,SF,258,12183,0.678356,0.164,1,injection
192.168.1.31,52500,52.59.177.21,80,tcp,http,SF,221,12183,1.316916,0.1639,1,injection
192.168.1.31,34558,18.184.104.180,80,tcp,http,SF,221,12183,1.366196,0.1639,1,injection
192.168.1.30,38328,18.184.104.180,80,tcp,http,SF,227,12183,2.491369,0.1639,1,injection
192.168.1.30,56726,192.168.1.190,80,tcp,http,S2,287,2206,4.725702,0.1639,1,injection
192.168.1.31,50056,18.184.104.180,80,tcp,http,SF,221,12183,1.394312,0.1639,1,injection
192.168.1.30,38394,18.184.104.180,80,tcp,http,SF,251,12183,1.444958,0.1639,1,injection
192.168.1.30,33076,18.184.104.180,80,tcp,http,SF,238,12183,2.707675,0.1639,1,injection
192.168.1.30,37890,18.184.104.180,80,tcp,http,SF,335,12183,1.662515,0.1639,1,injection
192.168.1.30,38222,18.184.104.180,80,tcp,http,SF,290,12183,2.206223,0.1639,1,injection
192.168.1.30,38322,18.184.104.180,80,tcp,http,SF,227,12183,2.545954,0.1639,1,injection
192.168.1.31,52344,52.59.177.21,80,tcp,http,SF,221,12183,1.34298,0.1639,1,injection
192.168.1.31,35852,18.184.104.180,80,tcp,http,SF,265,12183,1.362916,0.1637,1,injection
192.168.1.30,36976,18.184.104.180,80,tcp,http,SF,261,12183,1.105011,0.1637,1,injection
192.168.1.30,43472,52.59.177.21,80,tcp,http,SF,221,12183,1.068223,0.1637,1,injection
192.168.1.31,53370,52.59.177.21,80,tcp,http,SF,269,12183,1.354339,0.1637,1,injection
192.168.1.31,50252,18.184.104.180,80,tcp,http,SF,262,12183,1.222124,0.1637,1,injection
192.168.1.30,37102,18.184.104.180,80,tcp,http,SF,266,12183,1.295969,0.1637,1,injection
192.168.1.31,53192,52.59.177.21,80,tcp,http,SF,261,12183,1.366845,0.1637,1,injection
192.168.1.31,51886,52.59.177.21,80,tcp,http,SF,293,12183,1.453026,0.1637,1,injection
192.168.1.31,50104,18.184.104.180,80,tcp,http,SF,261,12183,1.267374,0.1637,1,injection
192.168.1.30,43526,52.59.177.21,80,tcp,http,SF,273,12183,1.22829,0.1637,1,injection
192.168.1.31,35506,18.184.104.180,80,tcp,http,SF,273,12183,1.318725,0.1637,1,injection
192.168.1.31,36266,18.184.104.180,80,tcp,http,SF,233,12183,1.450423,0.1637,1,injection
192.168.1.30,43238,52.59.177.21,80,tcp,http,SF,261,12183,1.142941,0.1637,1,injection
192.168.1.31,35648,18.184.104.180,80,tcp,http,SF,294,12183,1.438388,0.1637,1,injection
192.168.1.30,36990,18.184.104.180,80,tcp,http,SF,261,12183,1.326907,0.1637,1,injection
192.168.1.31,53394,52.59.177.21,80,tcp,http,SF,272,12183,1.435958,0.1637,1,injection
192.168.1.31,52820,52.59.177.21,80,tcp,http,SF,265,12183,1.310834,0.1637,1,injection
192.168.1.31,52842,52.59.177.21,80,tcp,http,SF,265,12183,1.370789,0.1637,1,injection
192.168.1.30,37922,18.184.104.180,80,tcp,http,SF,269,12183,1.109592,0.1637,1,injection
192.168.1.31,34970,18.184.104.180,80,tcp,http,SF,261,12183,1.28943,0.1637,1,injection
192.168.1.31,52630,52.59.177.21,80,tcp,http,SF,287,12183,1.474497,0.1637,1,injection
192.168.1.31,48968,52.59.177.21,80,tcp,http,SF,221,12183,1.419659,0.1637,1,injection
192.168.1.31,52614,52.59.177.21,80,tcp,http,SF,221,12183,1.340745,0.1637,1,injection
192.168.1.30,34954,52.59.177.21,80,tcp,http,SF,375,11979,1.358239,0.1636,1,injection
192.168.1.30,42396,18.184.104.180,80,tcp,http,SF,245,12183,1.133886,0.1636,1,injection
192.168.1.32,46036,192.168.1.190,80,tcp,http,S3,2080,1143,9.861702,0.1635,1,xss
192.168.1.31,53066,52.59.177.21,80,tcp,http,SF,255,12183,1.321696,0.1634,1,injection
192.168.1.31,52310,52.59.177.21,80,tcp,http,SF,335,12183,1.333428,0.1634,1,injection
192.168.1.30,35608,52.59.177.21,80,tcp,http,SF,266,12183,1.085623,0.1634,1,injection
192.168.1.31,50124,18.184.104.180,80,tcp,http,SF,258,12183,1.321578,0.1634,1,injection
192.168.1.31,35724,18.184.104.180,80,tcp,http,SF,251,12183,1.348852,0.1634,1,injection
192.168.1.31,52078,52.59.177.21,80,tcp,http,SF,222,12183,1.286303,0.1634,1,injection
192.168.1.31,35084,18.184.104.180,80,tcp,http,SF,251,12183,1.325053,0.1634,1,injection
192.168.1.152,46572,91.189.92.20,443,tcp,-,RSTO,0,54400,2.268102,0.1634,0,normal
192.168.1.30,43520,52.59.177.21,80,tcp,http,SF,266,12183,1.046835,0.1634,1,injection
192.168.1.31,35480,18.184.104.180,80,tcp,http,SF,259,12183,1.295792,0.1634,1,injection
192.168.1.31,41584,52.59.177.21,80,tcp,http,SF,332,12183,1.167526,0.1634,1,injection
192.168.1.31,60050,18.184.104.180,80,tcp,http,SF,242,12183,1.448667,0.1634,1,injection
192.168.1.31,38610,52.59.177.21,80,tcp,http,SF,338,12183,1.268912,0.1634,1,injection
192.168.1.31,48420,18.184.104.180,80,tcp,http,SF,333,12183,1.42691,0.1634,1,injection
192.168.1.30,43892,52.59.177.21,80,tcp,http,SF,272,12183,0.995404,0.1634,1,injection
192.168.1.31,53004,52.59.177.21,80,tcp,http,SF,255,12183,1.339673,0.1634,1,injection
192.168.1.31,38572,52.59.177.21,80,tcp,http,SF,251,12183,1.272899,0.1634,1,injection
192.168.1.31,36118,18.184.104.180,80,tcp,http,SF,258,12183,1.385086,0.1634,1,injection
192.168.1.31,52048,52.59.177.21,80,tcp,http,SF,325,12183,1.25969,0.1634,1,injection
192.168.1.31,48270,18.184.104.180,80,tcp,http,SF,238,12183,1.702337,0.1634,1,injection
192.168.1.31,41592,52.59.177.21,80,tcp,http,SF,338,12183,1.149163,0.1634,1,injection
192.168.1.30,41746,18.184.104.180,80,tcp,http,SF,335,12183,1.269046,0.1634,1,injection
192.168.1.31,52858,52.59.177.21,80,tcp,http,SF,251,12183,1.358721,0.1634,1,injection
192.168.1.30,43192,52.59.177.21,80,tcp,http,SF,324,12183,1.283516,0.1634,1,injection
192.168.1.31,53086,52.59.177.21,80,tcp,http,SF,251,12183,1.359741,0.1634,1,injection
192.168.1.31,52288,52.59.177.21,80,tcp,http,SF,258,12183,1.209885,0.1634,1,injection
192.168.1.30,38032,18.184.104.180,80,tcp,http,SF,258,12183,1.284581,0.1634,1,injection
192.168.1.30,43402,52.59.177.21,80,tcp,http,SF,336,12183,1.205843,0.1634,1,injection
192.168.1.31,52264,52.59.177.21,80,tcp,http,SF,258,12183,1.348793,0.1634,1,injection
192.168.1.31,35318,18.184.104.180,80,tcp,http,SF,258,12183,1.275005,0.1634,1,injection
192.168.1.30,37378,18.184.104.180,80,tcp,http,SF,255,12183,1.243253,0.1634,1,injection
192.168.1.30,43744,52.59.177.21,80,tcp,http,SF,337,12183,1.180672,0.1634,1,injection
192.168.1.31,35140,18.184.104.180,80,tcp,http,SF,252,12183,1.306988,0.1634,1,injection
192.168.1.31,49014,52.59.177.21,80,tcp,http,SF,250,12183,1.389263,0.1634,1,injection
192.168.1.31,35616,18.184.104.180,80,tcp,http,SF,259,12183,1.372963,0.1634,1,injection
192.168.1.30,37006,18.184.104.180,80,tcp,http,SF,252,12183,1.294425,0.1634,1,injection
192.168.1.30,42800,18.184.104.180,80,tcp,http,SF,272,12183,0.971141,0.1634,1,injection
192.168.1.195,50150,104.77.174.10,80,tcp,http,RSTO,690,28143,0.122391,0.1633,0,normal
192.168.1.30,43418,52.59.177.21,80,tcp,http,SF,224,12183,1.207292,0.1632,1,injection
192.168.1.30,43988,52.59.177.21,80,tcp,http,SF,287,12183,1.293798,0.1632,1,injection
192.168.1.31,35876,18.184.104.180,80,tcp,http,SF,286,12183,1.334087,0.1632,1,injection
192.168.1.30,37960,18.184.104.180,80,tcp,http,SF,224,12183,1.245053,0.1632,1,injection
192.168.1.31,53030,52.59.177.21,80,tcp,http,SF,234,12183,1.380479,0.1632,1,injection
192.168.1.30,37826,18.184.104.180,80,tcp,http,SF,231,12183,1.328315,0.1632,1,injection
192.168.1.31,35798,18.184.104.180,80,tcp,http,SF,294,12183,1.399084,0.1632,1,injection
192.168.1.31,53090,52.59.177.21,80,tcp,http,SF,224,12183,1.346818,0.1632,1,injection
192.168.1.31,52972,52.59.177.21,80,tcp,http,SF,283,12183,1.347409,0.1632,1,injection
192.168.1.31,38754,52.59.177.21,80,tcp,http,SF,293,12183,1.354656,0.1632,1,injection
192.168.1.30,37042,18.184.104.180,80,tcp,http,SF,284,12183,1.298702,0.1632,1,injection
192.168.1.30,37376,18.184.104.180,80,tcp,http,SF,269,12183,1.321403,0.1632,1,injection
192.168.1.30,36720,18.184.104.180,80,tcp,http,SF,293,12183,1.336165,0.1632,1,injection
192.168.1.31,52578,52.59.177.21,80,tcp,http,SF,287,12183,1.377043,0.1632,1,injection
192.168.1.31,52426,52.59.177.21,80,tcp,http,SF,283,12183,1.302117,0.1632,1,injection
192.168.1.30,42340,18.184.104.180,80,tcp,http,SF,283,12183,1.130567,0.1632,1,injection
192.168.1.30,42374,18.184.104.180,80,tcp,http,SF,231,12183,1.103992,0.1632,1,injection
192.168.1.31,53124,52.59.177.21,80,tcp,http,SF,286,12183,1.33496,0.1632,1,injection
192.168.1.31,51920,52.59.177.21,80,tcp,http,SF,224,12183,1.341936,0.1632,1,injection
192.168.1.31,53304,52.59.177.21,80,tcp,http,SF,287,12183,1.306607,0.1632,1,injection
192.168.1.30,36706,18.184.104.180,80,tcp,http,SF,233,12183,1.344652,0.1632,1,injection
192.168.1.31,48530,18.184.104.180,80,tcp,http,SF,224,12183,1.307913,0.1632,1,injection
192.168.1.30,43972,52.59.177.21,80,tcp,http,SF,231,12183,1.330939,0.1632,1,injection
192.168.1.30,41552,18.184.104.180,80,tcp,http,SF,371,11979,1.340743,0.1632,1,injection
192.168.1.30,36750,18.184.104.180,80,tcp,http,SF,224,12183,1.348525,0.1632,1,injection
192.168.1.31,52708,52.59.177.21,80,tcp,http,SF,266,12183,1.393937,0.1632,1,injection
192.168.1.31,34682,18.184.104.180,80,tcp,http,SF,224,12183,1.337911,0.1632,1,injection
192.168.1.30,37790,18.184.104.180,80,tcp,http,SF,224,12183,1.212359,0.1632,1,injection
192.168.1.31,41660,52.59.177.21,80,tcp,http,SF,259,12183,1.090475,0.1632,1,injection
192.168.1.30,37642,18.184.104.180,80,tcp,http,SF,287,12183,1.150506,0.1632,1,injection
192.168.1.30,43508,52.59.177.21,80,tcp,http,SF,236,12183,1.278198,0.1632,1,injection
192.168.1.31,53018,52.59.177.21,80,tcp,http,SF,224,12183,1.359678,0.1632,1,injection
192.168.1.30,43034,52.59.177.21,80,tcp,http,SF,293,12183,1.282993,0.1632,1,injection
192.168.1.31,36226,18.184.104.180,80,tcp,http,SF,293,12183,1.361965,0.1632,1,injection
192.168.1.31,36060,18.184.104.180,80,tcp,http,SF,286,12183,1.334876,0.1632,1,injection
192.168.1.30,43116,52.59.177.21,80,tcp,http,SF,236,12183,1.313328,0.1632,1,injection
192.168.1.31,34834,18.184.104.180,80,tcp,http,SF,233,12183,1.328142,0.1632,1,injection
192.168.1.31,41732,18.184.104.180,80,tcp,http,SF,294,12183,0.967559,0.163,1,injection
192.168.1.30,43802,52.59.177.21,80,tcp,http,SF,262,12183,1.007048,0.163,1,injection
192.168.1.30,43572,52.59.177.21,80,tcp,http,SF,239,12183,1.2359,0.163,1,injection
192.168.1.31,51976,52.59.177.21,80,tcp,http,SF,230,12183,1.345907,0.163,1,injection
192.168.1.31,48406,18.184.104.180,80,tcp,http,SF,282,12183,1.308493,0.163,1,injection
192.168.1.30,37840,18.184.104.180,80,tcp,http,SF,238,12183,1.332393,0.163,1,injection
192.168.1.31,53164,52.59.177.21,80,tcp,http,SF,227,12183,1.348917,0.163,1,injection
192.168.1.30,37548,18.184.104.180,80,tcp,http,SF,238,12183,1.202401,0.163,1,injection
192.168.1.31,49884,52.59.177.21,80,tcp,http,SF,242,12183,1.400105,0.163,1,injection
192.168.1.31,52200,52.59.177.21,80,tcp,http,SF,282,12183,1.390773,0.163,1,injection
192.168.1.30,43398,52.59.177.21,80,tcp,http,SF,248,12183,1.245847,0.163,1,injection
192.168.1.32,41960,192.168.1.152,80,tcp,http,S3,1849,1052,7.509832,0.163,1,xss
192.168.1.30,42484,18.184.104.180,80,tcp,http,SF,238,12183,1.111876,0.163,1,injection
192.168.1.31,53276,52.59.177.21,80,tcp,http,SF,276,12183,1.365385,0.163,1,injection
192.168.1.31,52096,52.59.177.21,80,tcp,http,SF,245,12183,1.349204,0.163,1,injection
192.168.1.31,41826,18.184.104.180,80,tcp,http,SF,293,12183,0.922303,0.163,1,injection
192.168.1.30,37068,18.184.104.180,80,tcp,http,SF,243,12183,1.289103,0.163,1,injection
192.168.1.30,43306,52.59.177.21,80,tcp,http,SF,282,12183,1.23262,0.163,1,injection
192.168.1.31,51938,52.59.177.21,80,tcp,http,SF,227,12183,1.326312,0.163,1,injection
192.168.1.31,53072,52.59.177.21,80,tcp,http,SF,244,12183,1.397801,0.163,1,injection
192.168.1.30,43530,52.59.177.21,80,tcp,http,SF,238,12183,1.193164,0.163,1,injection
192.168.1.31,52210,52.59.177.21,80,tcp,http,SF,237,12183,1.414119,0.163,1,injection
192.168.1.30,37072,18.184.104.180,80,tcp,http,SF,260,12183,1.080155,0.163,1,injection
192.168.1.31,41628,52.59.177.21,80,tcp,http,SF,245,12183,1.101974,0.163,1,injection
192.168.1.31,52534,52.59.177.21,80,tcp,http,SF,245,12183,1.333074,0.163,1,injection
192.168.1.30,37708,18.184.104.180,80,tcp,http,SF,244,12183,1.169413,0.163,1,injection
192.168.1.31,34610,18.184.104.180,80,tcp,http,SF,227,12183,1.355183,0.163,1,injection
192.168.1.30,36882,18.184.104.180,80,tcp,http,SF,239,12183,1.117503,0.163,1,injection
192.168.1.31,41704,52.59.177.21,80,tcp,http,SF,234,12183,1.088719,0.163,1,injection
192.168.1.31,35760,18.184.104.180,80,tcp,http,SF,280,12183,1.339725,0.163,1,injection
192.168.1.30,44056,52.59.177.21,80,tcp,http,SF,279,12183,1.195322,0.163,1,injection
192.168.1.31,52466,52.59.177.21,80,tcp,http,SF,276,12183,1.233789,0.163,1,injection
192.168.1.31,35478,18.184.104.180,80,tcp,http,SF,276,12183,1.344706,0.163,1,injection
192.168.1.31,41754,18.184.104.180,80,tcp,http,SF,287,12183,0.990778,0.163,1,injection
192.168.1.31,35772,18.184.104.180,80,tcp,http,SF,280,12183,1.34924,0.163,1,injection
192.168.1.31,41526,52.59.177.21,80,tcp,http,SF,227,12183,1.259303,0.163,1,injection
192.168.1.31,35850,18.184.104.180,80,tcp,http,SF,241,12183,1.299057,0.163,1,injection
192.168.1.30,36968,18.184.104.180,80,tcp,http,SF,228,12183,1.229038,0.163,1,injection
192.168.1.30,35432,52.59.177.21,80,tcp,http,SF,233,12183,1.158537,0.163,1,injection
192.168.1.31,41624,18.184.104.180,80,tcp,http,SF,233,12183,1.158194,0.163,1,injection
192.168.1.30,43718,52.59.177.21,80,tcp,http,SF,279,12183,1.155684,0.163,1,injection
192.168.1.30,42744,18.184.104.180,80,tcp,http,SF,224,12183,1.020744,0.163,1,injection
192.168.1.30,36966,18.184.104.180,80,tcp,http,SF,278,12183,1.314546,0.163,1,injection
192.168.1.31,53364,52.59.177.21,80,tcp,http,SF,248,12183,1.330217,0.163,1,injection
192.168.1.30,43772,52.59.177.21,80,tcp,http,SF,234,12183,1.027471,0.163,1,injection
192.168.1.30,43706,52.59.177.21,80,tcp,http,SF,227,12183,1.157408,0.163,1,injection
192.168.1.31,41650,18.184.104.180,80,tcp,http,SF,278,12183,1.134717,0.163,1,injection
192.168.1.31,38546,52.59.177.21,80,tcp,http,SF,233,12183,1.30537,0.163,1,injection
192.168.1.30,35874,52.59.177.21,80,tcp,http,SF,238,12183,1.242685,0.163,1,injection
192.168.1.31,36032,18.184.104.180,80,tcp,http,SF,276,12183,1.374847,0.163,1,injection
192.168.1.30,43998,52.59.177.21,80,tcp,http,SF,244,12183,1.243626,0.163,1,injection
192.168.1.31,35090,18.184.104.180,80,tcp,http,SF,278,12183,1.308977,0.163,1,injection
192.168.1.30,43820,52.59.177.21,80,tcp,http,SF,248,12183,1.22423,0.163,1,injection
192.168.1.31,38646,52.59.177.21,80,tcp,http,SF,245,12183,1.327182,0.163,1,injection
192.168.1.180,41504,172.217.25.144,80,tcp,http,SF,376,5175,28.401294,0.1629,0,normal
192.168.1.30,35730,52.59.177.21,80,tcp,http,SF,345,12183,1.345208,0.1629,1,injection
192.168.1.30,34952,52.59.177.21,80,tcp,http,SF,371,11979,1.36226,0.1629,1,injection
192.168.1.31,52028,52.59.177.21,80,tcp,http,SF,323,12183,1.365433,0.1627,1,injection
192.168.1.30,34456,18.184.104.180,80,tcp,http,OTH,542,12184,1.840857,0.1627,1,injection
192.168.1.30,35968,52.59.177.21,80,tcp,http,SF,227,12183,0.952133,0.1627,1,injection
192.168.1.30,37540,18.184.104.180,80,tcp,http,SF,276,12183,0.965899,0.1627,1,injection
192.168.1.31,41674,52.59.177.21,80,tcp,http,SF,227,12183,1.079549,0.1627,1,injection
192.168.1.30,42480,18.184.104.180,80,tcp,http,SF,238,12183,1.053437,0.1627,1,injection
192.168.1.30,43720,52.59.177.21,80,tcp,http,SF,279,12183,1.0619,0.1627,1,injection
192.168.1.30,35102,192.168.1.195,80,tcp,-,SF,0,0,117.413825,0.1627,1,injection
192.168.1.31,41810,18.184.104.180,80,tcp,http,SF,237,12183,0.929559,0.1627,1,injection
192.168.1.31,41680,18.184.104.180,80,tcp,http,SF,347,12183,1.069587,0.1627,1,injection
192.168.1.30,35448,52.59.177.21,80,tcp,http,SF,321,12183,1.152429,0.1625,1,injection
192.168.1.31,53068,52.59.177.21,80,tcp,http,SF,321,12183,1.375747,0.1625,1,injection
192.168.1.31,41698,52.59.177.21,80,tcp,http,SF,300,12183,1.084979,0.1625,1,injection
192.168.1.30,36984,18.184.104.180,80,tcp,http,SF,321,12183,1.303873,0.1625,1,injection
192.168.1.30,57996,192.168.1.190,80,tcp,-,SF,536,1919,0.47079,0.1625,1,injection
192.168.1.30,33460,18.184.104.180,80,tcp,http,S3,336,12183,1.532623,0.1621,1,injection
192.168.1.30,58866,176.28.50.165,80,tcp,-,SF,0,0,113.326738,0.162,1,injection
192.168.1.30,37864,18.184.104.180,80,tcp,http,SF,273,12183,0.837806,0.162,1,injection
192.168.1.30,40636,52.59.177.21,80,tcp,http,SF,192,12183,0.690494,0.162,1,injection
192.168.1.32,54214,192.168.1.190,80,tcp,http,S3,1771,1040,7.450065,0.1619,1,xss
192.168.1.32,54160,192.168.1.190,80,tcp,http,S3,1753,1034,8.371521,0.1619,1,xss
192.168.1.30,37010,18.184.104.180,80,tcp,http,SF,322,12183,0.902766,0.1618,1,injection
192.168.1.30,37336,18.184.104.180,80,tcp,http,SF,258,12183,0.856996,0.1618,1,injection
192.168.1.30,37502,18.184.104.180,80,tcp,http,SF,255,12183,0.860626,0.1618,1,injection
192.168.1.32,40060,192.168.1.152,80,tcp,http,S3,1837,1048,6.414576,0.1616,1,xss
192.168.1.30,37462,18.184.104.180,80,tcp,http,SF,234,12183,0.865,0.1616,1,injection
192.168.1.30,36938,18.184.104.180,80,tcp,http,SF,236,12183,0.898763,0.1616,1,injection
192.168.1.31,54028,176.28.50.165,80,tcp,-,SF,208,2056,1.112413,0.1615,1,ddos
192.168.1.32,46138,192.168.1.152,80,tcp,http,S3,1840,1049,5.050692,0.1615,1,xss
192.168.1.193,61850,239.255.255.250,1900,udp,-,S0,3192,0,75.987811,0.1614,0,normal
192.168.1.30,41660,52.59.177.21,80,tcp,http,S3,335,12183,1.319093,0.1614,1,injection
192.168.1.32,38416,18.194.169.124,80,tcp,http,S1,3349,1637,0.675754,0.1612,1,xss
192.168.1.32,48490,192.168.1.152,80,tcp,http,S3,1750,1019,5.215915,0.1612,1,xss
192.168.1.32,45314,52.28.231.150,80,tcp,http,S2,3178,0,30.592929,0.1608,1,xss
192.168.1.31,42320,192.168.1.195,80,tcp,-,SF,228,1486,0.034453,0.1608,1,ddos
192.168.1.32,58058,52.28.231.150,80,tcp,http,S1,3898,1820,0.737558,0.1607,1,xss
192.168.1.32,47276,192.168.1.190,80,tcp,-,SHR,0,1134,8.408429,0.1606,1,xss
192.168.1.195,50151,104.77.174.16,80,tcp,http,RSTO,690,48583,0.139202,0.1605,0,normal
192.168.1.31,39692,192.168.1.152,80,tcp,-,SF,314,3440,0.174506,0.1605,1,injection
192.168.1.30,57596,192.168.1.190,80,tcp,http,S2,234,1920,3.224435,0.1604,1,injection
192.168.1.31,36320,18.184.104.180,80,tcp,http,S3,260,12183,1.416664,0.1603,1,injection
192.168.1.30,34252,18.184.104.180,80,tcp,http,S2,456,12184,1.534973,0.1599,1,injection
192.168.1.31,50122,99.84.138.128,443,tcp,ssl,SF,206,4940,0.362907,0.1595,1,password
192.168.1.36,38178,192.168.1.152,80,tcp,http,S3,1618,975,8.699542,0.1595,1,xss
192.168.1.34,48372,40.90.189.152,443,tcp,ssl,SF,269,3642,0.624547,0.1592,1,mitm
192.168.1.30,33132,192.168.1.152,80,tcp,-,SF,270,3440,0.088927,0.1592,1,injection
192.168.1.195,51586,13.107.3.128,443,tcp,ssl,RSTR,474,0,6.963766,0.1591,0,normal
